Round,Winning Number,Winning Color,Red Bet Win,Black Bet Win,Even Bet Win,Odd Bet Win,Zero Bet Win
82357,35,Black,0,1,0,1,0
82358,35,Black,0,1,0,1,0
82359,1,Red,1,0,0,1,0
82360,0,Green,0,0,0,0,1
82361,10,Black,0,1,1,0,0
82362,33,Black,0,1,0,1,0
82363,10,Black,0,1,1,0,0
82364,36,Red,1,0,1,0,0
82365,22,Black,0,1,1,0,0
82366,17,Black,0,1,0,1,0
82367,25,Red,1,0,0,1,0
82368,6,Black,0,1,1,0,0
82369,2,Black,0,1,1,0,0
82370,19,Red,1,0,0,1,0
82371,25,Red,1,0,0,1,0
82372,5,Red,1,0,0,1,0
82373,34,Red,1,0,1,0,0
82374,9,Red,1,0,0,1,0
82375,11,Black,0,1,0,1,0
82376,9,Red,1,0,0,1,0
82377,16,Red,1,0,1,0,0
82378,14,Red,1,0,1,0,0
82379,5,Red,1,0,0,1,0
82380,7,Red,1,0,0,1,0
82381,15,Black,0,1,0,1,0
82382,6,Black,0,1,1,0,0
82383,15,Black,0,1,0,1,0
82384,18,Red,1,0,1,0,0
82385,32,Red,1,0,1,0,0
82386,23,Red,1,0,0,1,0
82387,14,Red,1,0,1,0,0
82388,7,Red,1,0,0,1,0
82389,31,Black,0,1,0,1,0
82390,29,Black,0,1,0,1,0
82391,30,Red,1,0,1,0,0
82392,5,Red,1,0,0,1,0
82393,30,Red,1,0,1,0,0
82394,28,Black,0,1,1,0,0
82395,6,Black,0,1,1,0,0
82396,6,Black,0,1,1,0,0
82397,7,Red,1,0,0,1,0
82398,3,Red,1,0,0,1,0
82399,24,Black,0,1,1,0,0
82400,16,Red,1,0,1,0,0
82401,27,Red,1,0,0,1,0
82402,27,Red,1,0,0,1,0
82403,15,Black,0,1,0,1,0
82404,9,Red,1,0,0,1,0
82405,15,Black,0,1,0,1,0
82406,24,Black,0,1,1,0,0
82407,32,Red,1,0,1,0,0
82408,16,Red,1,0,1,0,0
82409,23,Red,1,0,0,1,0
82410,23,Red,1,0,0,1,0
82411,23,Red,1,0,0,1,0
82412,15,Black,0,1,0,1,0
82413,28,Black,0,1,1,0,0
82414,22,Black,0,1,1,0,0
82415,8,Black,0,1,1,0,0
82416,5,Red,1,0,0,1,0
82417,10,Black,0,1,1,0,0
82418,30,Red,1,0,1,0,0
82419,7,Red,1,0,0,1,0
82420,4,Black,0,1,1,0,0
82421,25,Red,1,0,0,1,0
82422,5,Red,1,0,0,1,0
82423,35,Black,0,1,0,1,0
82424,3,Red,1,0,0,1,0
82425,13,Black,0,1,0,1,0
82426,34,Red,1,0,1,0,0
82427,1,Red,1,0,0,1,0
82428,25,Red,1,0,0,1,0
82429,4,Black,0,1,1,0,0
82430,2,Black,0,1,1,0,0
82431,2,Black,0,1,1,0,0
82432,8,Black,0,1,1,0,0
82433,11,Black,0,1,0,1,0
82434,24,Black,0,1,1,0,0
82435,35,Black,0,1,0,1,0
82436,26,Black,0,1,1,0,0
82437,2,Black,0,1,1,0,0
82438,24,Black,0,1,1,0,0
82439,19,Red,1,0,0,1,0
82440,31,Black,0,1,0,1,0
82441,5,Red,1,0,0,1,0
82442,16,Red,1,0,1,0,0
82443,15,Black,0,1,0,1,0
82444,5,Red,1,0,0,1,0
82445,27,Red,1,0,0,1,0
82446,24,Black,0,1,1,0,0
82447,11,Black,0,1,0,1,0
82448,23,Red,1,0,0,1,0
82449,33,Black,0,1,0,1,0
82450,6,Black,0,1,1,0,0
82451,29,Black,0,1,0,1,0
82452,12,Red,1,0,1,0,0
82453,8,Black,0,1,1,0,0
82454,34,Red,1,0,1,0,0
82455,12,Red,1,0,1,0,0
82456,17,Black,0,1,0,1,0
82457,17,Black,0,1,0,1,0
82458,9,Red,1,0,0,1,0
82459,4,Black,0,1,1,0,0
82460,30,Red,1,0,1,0,0
82461,21,Red,1,0,0,1,0
82462,24,Black,0,1,1,0,0
82463,31,Black,0,1,0,1,0
82464,9,Red,1,0,0,1,0
82465,6,Black,0,1,1,0,0
82466,2,Black,0,1,1,0,0
82467,32,Red,1,0,1,0,0
82468,2,Black,0,1,1,0,0
82469,19,Red,1,0,0,1,0
82470,12,Red,1,0,1,0,0
82471,31,Black,0,1,0,1,0
82472,23,Red,1,0,0,1,0
82473,0,Green,0,0,0,0,1
82474,22,Black,0,1,1,0,0
82475,3,Red,1,0,0,1,0
82476,28,Black,0,1,1,0,0
82477,14,Red,1,0,1,0,0
82478,19,Red,1,0,0,1,0
82479,6,Black,0,1,1,0,0
82480,10,Black,0,1,1,0,0
82481,22,Black,0,1,1,0,0
82482,23,Red,1,0,0,1,0
82483,9,Red,1,0,0,1,0
82484,0,Green,0,0,0,0,1
82485,7,Red,1,0,0,1,0
82486,2,Black,0,1,1,0,0
82487,32,Red,1,0,1,0,0
82488,24,Black,0,1,1,0,0
82489,20,Black,0,1,1,0,0
82490,5,Red,1,0,0,1,0
82491,33,Black,0,1,0,1,0
82492,20,Black,0,1,1,0,0
82493,28,Black,0,1,1,0,0
82494,33,Black,0,1,0,1,0
82495,28,Black,0,1,1,0,0
82496,3,Red,1,0,0,1,0
82497,27,Red,1,0,0,1,0
82498,6,Black,0,1,1,0,0
82499,18,Red,1,0,1,0,0
82500,4,Black,0,1,1,0,0
82501,9,Red,1,0,0,1,0
82502,28,Black,0,1,1,0,0
82503,5,Red,1,0,0,1,0
82504,6,Black,0,1,1,0,0
82505,33,Black,0,1,0,1,0
82506,21,Red,1,0,0,1,0
82507,9,Red,1,0,0,1,0
82508,17,Black,0,1,0,1,0
82509,19,Red,1,0,0,1,0
82510,23,Red,1,0,0,1,0
82511,22,Black,0,1,1,0,0
82512,13,Black,0,1,0,1,0
82513,19,Red,1,0,0,1,0
82514,1,Red,1,0,0,1,0
82515,4,Black,0,1,1,0,0
82516,4,Black,0,1,1,0,0
82517,8,Black,0,1,1,0,0
82518,20,Black,0,1,1,0,0
82519,36,Red,1,0,1,0,0
82520,33,Black,0,1,0,1,0
82521,1,Red,1,0,0,1,0
82522,27,Red,1,0,0,1,0
82523,22,Black,0,1,1,0,0
82524,21,Red,1,0,0,1,0
82525,22,Black,0,1,1,0,0
82526,21,Red,1,0,0,1,0
82527,3,Red,1,0,0,1,0
82528,12,Red,1,0,1,0,0
82529,7,Red,1,0,0,1,0
82530,23,Red,1,0,0,1,0
82531,19,Red,1,0,0,1,0
82532,7,Red,1,0,0,1,0
82533,23,Red,1,0,0,1,0
82534,36,Red,1,0,1,0,0
82535,11,Black,0,1,0,1,0
82536,24,Black,0,1,1,0,0
82537,21,Red,1,0,0,1,0
82538,31,Black,0,1,0,1,0
82539,17,Black,0,1,0,1,0
82540,4,Black,0,1,1,0,0
82541,7,Red,1,0,0,1,0
82542,0,Green,0,0,0,0,1
82543,12,Red,1,0,1,0,0
82544,32,Red,1,0,1,0,0
82545,7,Red,1,0,0,1,0
82546,4,Black,0,1,1,0,0
82547,22,Black,0,1,1,0,0
82548,14,Red,1,0,1,0,0
82549,35,Black,0,1,0,1,0
82550,3,Red,1,0,0,1,0
82551,35,Black,0,1,0,1,0
82552,19,Red,1,0,0,1,0
82553,10,Black,0,1,1,0,0
82554,30,Red,1,0,1,0,0
82555,3,Red,1,0,0,1,0
82556,9,Red,1,0,0,1,0
82557,23,Red,1,0,0,1,0
82558,29,Black,0,1,0,1,0
82559,27,Red,1,0,0,1,0
82560,36,Red,1,0,1,0,0
82561,9,Red,1,0,0,1,0
82562,25,Red,1,0,0,1,0
82563,30,Red,1,0,1,0,0
82564,26,Black,0,1,1,0,0
82565,16,Red,1,0,1,0,0
82566,15,Black,0,1,0,1,0
82567,5,Red,1,0,0,1,0
82568,21,Red,1,0,0,1,0
82569,21,Red,1,0,0,1,0
82570,18,Red,1,0,1,0,0
82571,4,Black,0,1,1,0,0
82572,29,Black,0,1,0,1,0
82573,4,Black,0,1,1,0,0
82574,24,Black,0,1,1,0,0
82575,4,Black,0,1,1,0,0
82576,0,Green,0,0,0,0,1
82577,26,Black,0,1,1,0,0
82578,4,Black,0,1,1,0,0
82579,16,Red,1,0,1,0,0
82580,9,Red,1,0,0,1,0
82581,8,Black,0,1,1,0,0
82582,23,Red,1,0,0,1,0
82583,16,Red,1,0,1,0,0
82584,14,Red,1,0,1,0,0
82585,12,Red,1,0,1,0,0
82586,19,Red,1,0,0,1,0
82587,36,Red,1,0,1,0,0
82588,23,Red,1,0,0,1,0
82589,31,Black,0,1,0,1,0
82590,29,Black,0,1,0,1,0
82591,34,Red,1,0,1,0,0
82592,24,Black,0,1,1,0,0
82593,23,Red,1,0,0,1,0
82594,24,Black,0,1,1,0,0
82595,19,Red,1,0,0,1,0
82596,35,Black,0,1,0,1,0
82597,34,Red,1,0,1,0,0
82598,36,Red,1,0,1,0,0
82599,14,Red,1,0,1,0,0
82600,36,Red,1,0,1,0,0
82601,25,Red,1,0,0,1,0
82602,18,Red,1,0,1,0,0
82603,2,Black,0,1,1,0,0
82604,5,Red,1,0,0,1,0
82605,2,Black,0,1,1,0,0
82606,25,Red,1,0,0,1,0
82607,25,Red,1,0,0,1,0
82608,13,Black,0,1,0,1,0
82609,13,Black,0,1,0,1,0
82610,18,Red,1,0,1,0,0
82611,13,Black,0,1,0,1,0
82612,13,Black,0,1,0,1,0
82613,33,Black,0,1,0,1,0
82614,27,Red,1,0,0,1,0
82615,21,Red,1,0,0,1,0
82616,36,Red,1,0,1,0,0
82617,36,Red,1,0,1,0,0
82618,31,Black,0,1,0,1,0
82619,10,Black,0,1,1,0,0
82620,17,Black,0,1,0,1,0
82621,30,Red,1,0,1,0,0
82622,12,Red,1,0,1,0,0
82623,29,Black,0,1,0,1,0
82624,18,Red,1,0,1,0,0
82625,35,Black,0,1,0,1,0
82626,19,Red,1,0,0,1,0
82627,25,Red,1,0,0,1,0
82628,4,Black,0,1,1,0,0
82629,5,Red,1,0,0,1,0
82630,5,Red,1,0,0,1,0
82631,8,Black,0,1,1,0,0
82632,33,Black,0,1,0,1,0
82633,4,Black,0,1,1,0,0
82634,33,Black,0,1,0,1,0
82635,32,Red,1,0,1,0,0
82636,12,Red,1,0,1,0,0
82637,20,Black,0,1,1,0,0
82638,25,Red,1,0,0,1,0
82639,4,Black,0,1,1,0,0
82640,10,Black,0,1,1,0,0
82641,31,Black,0,1,0,1,0
82642,28,Black,0,1,1,0,0
82643,31,Black,0,1,0,1,0
82644,32,Red,1,0,1,0,0
82645,19,Red,1,0,0,1,0
82646,23,Red,1,0,0,1,0
82647,14,Red,1,0,1,0,0
82648,7,Red,1,0,0,1,0
82649,36,Red,1,0,1,0,0
82650,4,Black,0,1,1,0,0
82651,2,Black,0,1,1,0,0
82652,6,Black,0,1,1,0,0
82653,32,Red,1,0,1,0,0
82654,28,Black,0,1,1,0,0
82655,3,Red,1,0,0,1,0
82656,7,Red,1,0,0,1,0
82657,13,Black,0,1,0,1,0
82658,12,Red,1,0,1,0,0
82659,6,Black,0,1,1,0,0
82660,33,Black,0,1,0,1,0
82661,4,Black,0,1,1,0,0
82662,25,Red,1,0,0,1,0
82663,23,Red,1,0,0,1,0
82664,11,Black,0,1,0,1,0
82665,14,Red,1,0,1,0,0
82666,1,Red,1,0,0,1,0
82667,17,Black,0,1,0,1,0
82668,31,Black,0,1,0,1,0
82669,15,Black,0,1,0,1,0
82670,10,Black,0,1,1,0,0
82671,24,Black,0,1,1,0,0
82672,24,Black,0,1,1,0,0
82673,15,Black,0,1,0,1,0
82674,9,Red,1,0,0,1,0
82675,31,Black,0,1,0,1,0
82676,16,Red,1,0,1,0,0
82677,24,Black,0,1,1,0,0
82678,16,Red,1,0,1,0,0
82679,11,Black,0,1,0,1,0
82680,20,Black,0,1,1,0,0
82681,13,Black,0,1,0,1,0
82682,36,Red,1,0,1,0,0
82683,5,Red,1,0,0,1,0
82684,28,Black,0,1,1,0,0
82685,32,Red,1,0,1,0,0
82686,9,Red,1,0,0,1,0
82687,17,Black,0,1,0,1,0
82688,31,Black,0,1,0,1,0
82689,4,Black,0,1,1,0,0
82690,21,Red,1,0,0,1,0
82691,9,Red,1,0,0,1,0
82692,15,Black,0,1,0,1,0
82693,36,Red,1,0,1,0,0
82694,9,Red,1,0,0,1,0
82695,12,Red,1,0,1,0,0
82696,0,Green,0,0,0,0,1
82697,1,Red,1,0,0,1,0
82698,32,Red,1,0,1,0,0
82699,18,Red,1,0,1,0,0
82700,31,Black,0,1,0,1,0
82701,25,Red,1,0,0,1,0
82702,7,Red,1,0,0,1,0
82703,29,Black,0,1,0,1,0
82704,25,Red,1,0,0,1,0
82705,1,Red,1,0,0,1,0
82706,21,Red,1,0,0,1,0
82707,17,Black,0,1,0,1,0
82708,13,Black,0,1,0,1,0
82709,16,Red,1,0,1,0,0
82710,31,Black,0,1,0,1,0
82711,6,Black,0,1,1,0,0
82712,29,Black,0,1,0,1,0
82713,11,Black,0,1,0,1,0
82714,27,Red,1,0,0,1,0
82715,18,Red,1,0,1,0,0
82716,13,Black,0,1,0,1,0
82717,22,Black,0,1,1,0,0
82718,14,Red,1,0,1,0,0
82719,0,Green,0,0,0,0,1
82720,10,Black,0,1,1,0,0
82721,34,Red,1,0,1,0,0
82722,23,Red,1,0,0,1,0
82723,34,Red,1,0,1,0,0
82724,19,Red,1,0,0,1,0
82725,29,Black,0,1,0,1,0
82726,8,Black,0,1,1,0,0
82727,10,Black,0,1,1,0,0
82728,29,Black,0,1,0,1,0
82729,4,Black,0,1,1,0,0
82730,12,Red,1,0,1,0,0
82731,18,Red,1,0,1,0,0
82732,10,Black,0,1,1,0,0
82733,14,Red,1,0,1,0,0
82734,24,Black,0,1,1,0,0
82735,35,Black,0,1,0,1,0
82736,18,Red,1,0,1,0,0
82737,10,Black,0,1,1,0,0
82738,29,Black,0,1,0,1,0
82739,34,Red,1,0,1,0,0
82740,4,Black,0,1,1,0,0
82741,22,Black,0,1,1,0,0
82742,14,Red,1,0,1,0,0
82743,2,Black,0,1,1,0,0
82744,26,Black,0,1,1,0,0
82745,14,Red,1,0,1,0,0
82746,17,Black,0,1,0,1,0
82747,7,Red,1,0,0,1,0
82748,6,Black,0,1,1,0,0
82749,22,Black,0,1,1,0,0
82750,36,Red,1,0,1,0,0
82751,21,Red,1,0,0,1,0
82752,34,Red,1,0,1,0,0
82753,21,Red,1,0,0,1,0
82754,22,Black,0,1,1,0,0
82755,12,Red,1,0,1,0,0
82756,19,Red,1,0,0,1,0
82757,20,Black,0,1,1,0,0
82758,28,Black,0,1,1,0,0
82759,28,Black,0,1,1,0,0
82760,21,Red,1,0,0,1,0
82761,0,Green,0,0,0,0,1
82762,25,Red,1,0,0,1,0
82763,1,Red,1,0,0,1,0
82764,31,Black,0,1,0,1,0
82765,9,Red,1,0,0,1,0
82766,19,Red,1,0,0,1,0
82767,31,Black,0,1,0,1,0
82768,20,Black,0,1,1,0,0
82769,4,Black,0,1,1,0,0
82770,14,Red,1,0,1,0,0
82771,32,Red,1,0,1,0,0
82772,27,Red,1,0,0,1,0
82773,22,Black,0,1,1,0,0
82774,14,Red,1,0,1,0,0
82775,6,Black,0,1,1,0,0
82776,25,Red,1,0,0,1,0
82777,32,Red,1,0,1,0,0
82778,32,Red,1,0,1,0,0
82779,8,Black,0,1,1,0,0
82780,11,Black,0,1,0,1,0
82781,13,Black,0,1,0,1,0
82782,17,Black,0,1,0,1,0
82783,10,Black,0,1,1,0,0
82784,10,Black,0,1,1,0,0
82785,11,Black,0,1,0,1,0
82786,24,Black,0,1,1,0,0
82787,17,Black,0,1,0,1,0
82788,4,Black,0,1,1,0,0
82789,29,Black,0,1,0,1,0
82790,36,Red,1,0,1,0,0
82791,33,Black,0,1,0,1,0
82792,5,Red,1,0,0,1,0
82793,27,Red,1,0,0,1,0
82794,9,Red,1,0,0,1,0
82795,2,Black,0,1,1,0,0
82796,10,Black,0,1,1,0,0
82797,19,Red,1,0,0,1,0
82798,21,Red,1,0,0,1,0
82799,0,Green,0,0,0,0,1
82800,29,Black,0,1,0,1,0
82801,9,Red,1,0,0,1,0
82802,28,Black,0,1,1,0,0
82803,11,Black,0,1,0,1,0
82804,28,Black,0,1,1,0,0
82805,9,Red,1,0,0,1,0
82806,18,Red,1,0,1,0,0
82807,31,Black,0,1,0,1,0
82808,27,Red,1,0,0,1,0
82809,2,Black,0,1,1,0,0
82810,16,Red,1,0,1,0,0
82811,27,Red,1,0,0,1,0
82812,31,Black,0,1,0,1,0
82813,21,Red,1,0,0,1,0
82814,24,Black,0,1,1,0,0
82815,28,Black,0,1,1,0,0
82816,30,Red,1,0,1,0,0
82817,21,Red,1,0,0,1,0
82818,23,Red,1,0,0,1,0
82819,7,Red,1,0,0,1,0
82820,10,Black,0,1,1,0,0
82821,9,Red,1,0,0,1,0
82822,6,Black,0,1,1,0,0
82823,12,Red,1,0,1,0,0
82824,9,Red,1,0,0,1,0
82825,14,Red,1,0,1,0,0
82826,15,Black,0,1,0,1,0
82827,11,Black,0,1,0,1,0
82828,8,Black,0,1,1,0,0
82829,35,Black,0,1,0,1,0
82830,1,Red,1,0,0,1,0
82831,33,Black,0,1,0,1,0
82832,30,Red,1,0,1,0,0
82833,22,Black,0,1,1,0,0
82834,36,Red,1,0,1,0,0
82835,4,Black,0,1,1,0,0
82836,8,Black,0,1,1,0,0
82837,24,Black,0,1,1,0,0
82838,25,Red,1,0,0,1,0
82839,18,Red,1,0,1,0,0
82840,36,Red,1,0,1,0,0
82841,10,Black,0,1,1,0,0
82842,20,Black,0,1,1,0,0
82843,17,Black,0,1,0,1,0
82844,14,Red,1,0,1,0,0
82845,16,Red,1,0,1,0,0
82846,19,Red,1,0,0,1,0
82847,0,Green,0,0,0,0,1
82848,26,Black,0,1,1,0,0
82849,21,Red,1,0,0,1,0
82850,17,Black,0,1,0,1,0
82851,5,Red,1,0,0,1,0
82852,8,Black,0,1,1,0,0
82853,17,Black,0,1,0,1,0
82854,23,Red,1,0,0,1,0
82855,1,Red,1,0,0,1,0
82856,6,Black,0,1,1,0,0
82857,15,Black,0,1,0,1,0
82858,2,Black,0,1,1,0,0
82859,25,Red,1,0,0,1,0
82860,31,Black,0,1,0,1,0
82861,20,Black,0,1,1,0,0
82862,19,Red,1,0,0,1,0
82863,33,Black,0,1,0,1,0
82864,28,Black,0,1,1,0,0
82865,20,Black,0,1,1,0,0
82866,19,Red,1,0,0,1,0
82867,7,Red,1,0,0,1,0
82868,14,Red,1,0,1,0,0
82869,20,Black,0,1,1,0,0
82870,11,Black,0,1,0,1,0
82871,14,Red,1,0,1,0,0
82872,15,Black,0,1,0,1,0
82873,3,Red,1,0,0,1,0
82874,8,Black,0,1,1,0,0
82875,4,Black,0,1,1,0,0
82876,12,Red,1,0,1,0,0
82877,16,Red,1,0,1,0,0
82878,19,Red,1,0,0,1,0
82879,26,Black,0,1,1,0,0
82880,22,Black,0,1,1,0,0
82881,35,Black,0,1,0,1,0
82882,21,Red,1,0,0,1,0
82883,33,Black,0,1,0,1,0
82884,12,Red,1,0,1,0,0
82885,21,Red,1,0,0,1,0
82886,8,Black,0,1,1,0,0
82887,6,Black,0,1,1,0,0
82888,9,Red,1,0,0,1,0
82889,5,Red,1,0,0,1,0
82890,29,Black,0,1,0,1,0
82891,8,Black,0,1,1,0,0
82892,29,Black,0,1,0,1,0
82893,18,Red,1,0,1,0,0
82894,0,Green,0,0,0,0,1
82895,24,Black,0,1,1,0,0
82896,9,Red,1,0,0,1,0
82897,14,Red,1,0,1,0,0
82898,25,Red,1,0,0,1,0
82899,28,Black,0,1,1,0,0
82900,12,Red,1,0,1,0,0
82901,15,Black,0,1,0,1,0
82902,23,Red,1,0,0,1,0
82903,18,Red,1,0,1,0,0
82904,5,Red,1,0,0,1,0
82905,1,Red,1,0,0,1,0
82906,14,Red,1,0,1,0,0
82907,14,Red,1,0,1,0,0
82908,6,Black,0,1,1,0,0
82909,32,Red,1,0,1,0,0
82910,19,Red,1,0,0,1,0
82911,21,Red,1,0,0,1,0
82912,30,Red,1,0,1,0,0
82913,33,Black,0,1,0,1,0
82914,9,Red,1,0,0,1,0
82915,36,Red,1,0,1,0,0
82916,1,Red,1,0,0,1,0
82917,17,Black,0,1,0,1,0
82918,16,Red,1,0,1,0,0
82919,19,Red,1,0,0,1,0
82920,31,Black,0,1,0,1,0
82921,7,Red,1,0,0,1,0
82922,20,Black,0,1,1,0,0
82923,3,Red,1,0,0,1,0
82924,34,Red,1,0,1,0,0
82925,0,Green,0,0,0,0,1
82926,28,Black,0,1,1,0,0
82927,3,Red,1,0,0,1,0
82928,5,Red,1,0,0,1,0
82929,5,Red,1,0,0,1,0
82930,5,Red,1,0,0,1,0
82931,17,Black,0,1,0,1,0
82932,20,Black,0,1,1,0,0
82933,25,Red,1,0,0,1,0
82934,19,Red,1,0,0,1,0
82935,16,Red,1,0,1,0,0
82936,19,Red,1,0,0,1,0
82937,6,Black,0,1,1,0,0
82938,2,Black,0,1,1,0,0
82939,16,Red,1,0,1,0,0
82940,27,Red,1,0,0,1,0
82941,14,Red,1,0,1,0,0
82942,4,Black,0,1,1,0,0
82943,27,Red,1,0,0,1,0
82944,29,Black,0,1,0,1,0
82945,7,Red,1,0,0,1,0
82946,6,Black,0,1,1,0,0
82947,31,Black,0,1,0,1,0
82948,15,Black,0,1,0,1,0
82949,16,Red,1,0,1,0,0
82950,26,Black,0,1,1,0,0
82951,18,Red,1,0,1,0,0
82952,1,Red,1,0,0,1,0
82953,7,Red,1,0,0,1,0
82954,12,Red,1,0,1,0,0
82955,36,Red,1,0,1,0,0
82956,17,Black,0,1,0,1,0
82957,6,Black,0,1,1,0,0
82958,7,Red,1,0,0,1,0
82959,2,Black,0,1,1,0,0
82960,17,Black,0,1,0,1,0
82961,21,Red,1,0,0,1,0
82962,15,Black,0,1,0,1,0
82963,3,Red,1,0,0,1,0
82964,35,Black,0,1,0,1,0
82965,26,Black,0,1,1,0,0
82966,31,Black,0,1,0,1,0
82967,16,Red,1,0,1,0,0
82968,7,Red,1,0,0,1,0
82969,35,Black,0,1,0,1,0
82970,30,Red,1,0,1,0,0
82971,12,Red,1,0,1,0,0
82972,32,Red,1,0,1,0,0
82973,23,Red,1,0,0,1,0
82974,29,Black,0,1,0,1,0
82975,15,Black,0,1,0,1,0
82976,19,Red,1,0,0,1,0
82977,26,Black,0,1,1,0,0
82978,22,Black,0,1,1,0,0
82979,17,Black,0,1,0,1,0
82980,2,Black,0,1,1,0,0
82981,14,Red,1,0,1,0,0
82982,15,Black,0,1,0,1,0
82983,3,Red,1,0,0,1,0
82984,5,Red,1,0,0,1,0
82985,3,Red,1,0,0,1,0
82986,35,Black,0,1,0,1,0
82987,17,Black,0,1,0,1,0
82988,10,Black,0,1,1,0,0
82989,27,Red,1,0,0,1,0
82990,10,Black,0,1,1,0,0
82991,36,Red,1,0,1,0,0
82992,19,Red,1,0,0,1,0
82993,20,Black,0,1,1,0,0
82994,34,Red,1,0,1,0,0
82995,1,Red,1,0,0,1,0
82996,14,Red,1,0,1,0,0
82997,25,Red,1,0,0,1,0
82998,15,Black,0,1,0,1,0
82999,13,Black,0,1,0,1,0
83000,28,Black,0,1,1,0,0
83001,28,Black,0,1,1,0,0
83002,10,Black,0,1,1,0,0
83003,3,Red,1,0,0,1,0
83004,36,Red,1,0,1,0,0
83005,21,Red,1,0,0,1,0
83006,22,Black,0,1,1,0,0
83007,0,Green,0,0,0,0,1
83008,35,Black,0,1,0,1,0
83009,16,Red,1,0,1,0,0
83010,9,Red,1,0,0,1,0
83011,33,Black,0,1,0,1,0
83012,34,Red,1,0,1,0,0
83013,29,Black,0,1,0,1,0
83014,28,Black,0,1,1,0,0
83015,1,Red,1,0,0,1,0
83016,21,Red,1,0,0,1,0
83017,20,Black,0,1,1,0,0
83018,15,Black,0,1,0,1,0
83019,29,Black,0,1,0,1,0
83020,21,Red,1,0,0,1,0
83021,0,Green,0,0,0,0,1
83022,24,Black,0,1,1,0,0
83023,6,Black,0,1,1,0,0
83024,26,Black,0,1,1,0,0
83025,2,Black,0,1,1,0,0
83026,7,Red,1,0,0,1,0
83027,20,Black,0,1,1,0,0
83028,19,Red,1,0,0,1,0
83029,32,Red,1,0,1,0,0
83030,24,Black,0,1,1,0,0
83031,11,Black,0,1,0,1,0
83032,19,Red,1,0,0,1,0
83033,18,Red,1,0,1,0,0
83034,6,Black,0,1,1,0,0
83035,18,Red,1,0,1,0,0
83036,8,Black,0,1,1,0,0
83037,4,Black,0,1,1,0,0
83038,36,Red,1,0,1,0,0
83039,26,Black,0,1,1,0,0
83040,6,Black,0,1,1,0,0
83041,3,Red,1,0,0,1,0
83042,31,Black,0,1,0,1,0
83043,12,Red,1,0,1,0,0
83044,6,Black,0,1,1,0,0
83045,8,Black,0,1,1,0,0
83046,32,Red,1,0,1,0,0
83047,9,Red,1,0,0,1,0
83048,17,Black,0,1,0,1,0
83049,5,Red,1,0,0,1,0
83050,0,Green,0,0,0,0,1
83051,24,Black,0,1,1,0,0
83052,33,Black,0,1,0,1,0
83053,11,Black,0,1,0,1,0
83054,17,Black,0,1,0,1,0
83055,23,Red,1,0,0,1,0
83056,33,Black,0,1,0,1,0
83057,31,Black,0,1,0,1,0
83058,8,Black,0,1,1,0,0
83059,16,Red,1,0,1,0,0
83060,20,Black,0,1,1,0,0
83061,1,Red,1,0,0,1,0
83062,20,Black,0,1,1,0,0
83063,16,Red,1,0,1,0,0
83064,14,Red,1,0,1,0,0
83065,14,Red,1,0,1,0,0
83066,25,Red,1,0,0,1,0
83067,26,Black,0,1,1,0,0
83068,11,Black,0,1,0,1,0
83069,15,Black,0,1,0,1,0
83070,10,Black,0,1,1,0,0
83071,22,Black,0,1,1,0,0
83072,11,Black,0,1,0,1,0
83073,10,Black,0,1,1,0,0
83074,7,Red,1,0,0,1,0
83075,25,Red,1,0,0,1,0
83076,31,Black,0,1,0,1,0
83077,29,Black,0,1,0,1,0
83078,7,Red,1,0,0,1,0
83079,11,Black,0,1,0,1,0
83080,8,Black,0,1,1,0,0
83081,3,Red,1,0,0,1,0
83082,8,Black,0,1,1,0,0
83083,32,Red,1,0,1,0,0
83084,15,Black,0,1,0,1,0
83085,5,Red,1,0,0,1,0
83086,12,Red,1,0,1,0,0
83087,0,Green,0,0,0,0,1
83088,25,Red,1,0,0,1,0
83089,27,Red,1,0,0,1,0
83090,12,Red,1,0,1,0,0
83091,31,Black,0,1,0,1,0
83092,23,Red,1,0,0,1,0
83093,8,Black,0,1,1,0,0
83094,23,Red,1,0,0,1,0
83095,23,Red,1,0,0,1,0
83096,15,Black,0,1,0,1,0
83097,30,Red,1,0,1,0,0
83098,0,Green,0,0,0,0,1
83099,24,Black,0,1,1,0,0
83100,12,Red,1,0,1,0,0
83101,24,Black,0,1,1,0,0
83102,2,Black,0,1,1,0,0
83103,15,Black,0,1,0,1,0
83104,36,Red,1,0,1,0,0
83105,21,Red,1,0,0,1,0
83106,7,Red,1,0,0,1,0
83107,14,Red,1,0,1,0,0
83108,3,Red,1,0,0,1,0
83109,31,Black,0,1,0,1,0
83110,3,Red,1,0,0,1,0
83111,10,Black,0,1,1,0,0
83112,0,Green,0,0,0,0,1
83113,33,Black,0,1,0,1,0
83114,28,Black,0,1,1,0,0
83115,8,Black,0,1,1,0,0
83116,12,Red,1,0,1,0,0
83117,3,Red,1,0,0,1,0
83118,18,Red,1,0,1,0,0
83119,27,Red,1,0,0,1,0
83120,8,Black,0,1,1,0,0
83121,14,Red,1,0,1,0,0
83122,0,Green,0,0,0,0,1
83123,27,Red,1,0,0,1,0
83124,9,Red,1,0,0,1,0
83125,3,Red,1,0,0,1,0
83126,4,Black,0,1,1,0,0
83127,36,Red,1,0,1,0,0
83128,2,Black,0,1,1,0,0
83129,12,Red,1,0,1,0,0
83130,16,Red,1,0,1,0,0
